Problem,Package,File,Priority,Line,Description,Rule set,Rule
4,io.metersphere.plan.domain,C:\User\divya\Projects\metersphere\backend\framework\domain\src\main\java\io\metersphere\plan\domain\TestPlanCollection.java,3,32,Access to field `REQUIRED` on foreign value `Schema.RequiredMode` (degree 1),Design,LawOfDemeter
5,io.metersphere.plan.domain,C:\User\divya\Projects\metersphere\backend\framework\domain\src\main\java\io\metersphere\plan\domain\TestPlanCollection.java,3,37,Access to field `REQUIRED` on foreign value `Schema.RequiredMode` (degree 1),Design,LawOfDemeter
6,io.metersphere.plan.domain,C:\User\divya\Projects\metersphere\backend\framework\domain\src\main\java\io\metersphere\plan\domain\TestPlanCollection.java,3,42,Access to field `REQUIRED` on foreign value `Schema.RequiredMode` (degree 1),Design,LawOfDemeter
7,io.metersphere.plan.domain,C:\User\divya\Projects\metersphere\backend\framework\domain\src\main\java\io\metersphere\plan\domain\TestPlanCollection.java,3,47,Access to field `REQUIRED` on foreign value `Schema.RequiredMode` (degree 1),Design,LawOfDemeter
8,io.metersphere.plan.domain,C:\User\divya\Projects\metersphere\backend\framework\domain\src\main\java\io\metersphere\plan\domain\TestPlanCollection.java,3,51,Access to field `REQUIRED` on foreign value `Schema.RequiredMode` (degree 1),Design,LawOfDemeter
9,io.metersphere.plan.domain,C:\User\divya\Projects\metersphere\backend\framework\domain\src\main\java\io\metersphere\plan\domain\TestPlanCollection.java,3,55,Access to field `REQUIRED` on foreign value `Schema.RequiredMode` (degree 1),Design,LawOfDemeter
10,io.metersphere.plan.domain,C:\User\divya\Projects\metersphere\backend\framework\domain\src\main\java\io\metersphere\plan\domain\TestPlanCollection.java,3,60,Access to field `REQUIRED` on foreign value `Schema.RequiredMode` (degree 1),Design,LawOfDemeter
11,io.metersphere.plan.domain,C:\User\divya\Projects\metersphere\backend\framework\domain\src\main\java\io\metersphere\plan\domain\TestPlanCollection.java,3,65,Access to field `REQUIRED` on foreign value `Schema.RequiredMode` (degree 1),Design,LawOfDemeter
12,io.metersphere.plan.domain,C:\User\divya\Projects\metersphere\backend\framework\domain\src\main\java\io\metersphere\plan\domain\TestPlanCollection.java,3,75,Access to field `REQUIRED` on foreign value `Schema.RequiredMode` (degree 1),Design,LawOfDemeter
13,io.metersphere.plan.domain,C:\User\divya\Projects\metersphere\backend\framework\domain\src\main\java\io\metersphere\plan\domain\TestPlanCollection.java,3,85,Access to field `REQUIRED` on foreign value `Schema.RequiredMode` (degree 1),Design,LawOfDemeter
1,io.metersphere.plan.domain,C:\User\divya\Projects\metersphere\backend\framework\domain\src\main\java\io\metersphere\plan\domain\TestPlanCollectionExample.java,3,66,This class has a bunch of public methods and attributes,Design,ExcessivePublicCount
2,io.metersphere.plan.domain,C:\User\divya\Projects\metersphere\backend\framework\domain\src\main\java\io\metersphere\plan\domain\TestPlanCollectionExample.java,3,1225,"The class 'Criterion' is suspected to be a Data Class (WOC=0.000%, NOPA=0, NOAM=8, WMC=14)",Design,DataClass
1,io.metersphere.plan.domain,C:\User\divya\Projects\metersphere\backend\framework\domain\src\main\java\io\metersphere\plan\domain\TestPlanConfig.java,3,17,Access to field `REQUIRED` on foreign value `Schema.RequiredMode` (degree 1),Design,LawOfDemeter
2,io.metersphere.plan.domain,C:\User\divya\Projects\metersphere\backend\framework\domain\src\main\java\io\metersphere\plan\domain\TestPlanConfig.java,3,22,Access to field `REQUIRED` on foreign value `Schema.RequiredMode` (degree 1),Design,LawOfDemeter
3,io.metersphere.plan.domain,C:\User\divya\Projects\metersphere\backend\framework\domain\src\main\java\io\metersphere\plan\domain\TestPlanConfig.java,3,26,Access to field `REQUIRED` on foreign value `Schema.RequiredMode` (degree 1),Design,LawOfDemeter
4,io.metersphere.plan.domain,C:\User\divya\Projects\metersphere\backend\framework\domain\src\main\java\io\metersphere\plan\domain\TestPlanConfig.java,3,30,Access to field `REQUIRED` on foreign value `Schema.RequiredMode` (degree 1),Design,LawOfDemeter
5,io.metersphere.plan.domain,C:\User\divya\Projects\metersphere\backend\framework\domain\src\main\java\io\metersphere\plan\domain\TestPlanConfig.java,3,34,Access to field `REQUIRED` on foreign value `Schema.RequiredMode` (degree 1),Design,LawOfDemeter
1,io.metersphere.plan.domain,C:\User\divya\Projects\metersphere\backend\framework\domain\src\main\java\io\metersphere\plan\domain\TestPlanConfigExample.java,3,67,This class has a bunch of public methods and attributes,Design,ExcessivePublicCount
2,io.metersphere.plan.domain,C:\User\divya\Projects\metersphere\backend\framework\domain\src\main\java\io\metersphere\plan\domain\TestPlanConfigExample.java,3,436,"The class 'Criterion' is suspected to be a Data Class (WOC=0.000%, NOPA=0, NOAM=8, WMC=14)",Design,DataClass
1,io.metersphere.plan.domain,C:\User\divya\Projects\metersphere\backend\framework\domain\src\main\java\io\metersphere\plan\domain\TestPlanExample.java,3,66,This class has a bunch of public methods and attributes,Design,ExcessivePublicCount
2,io.metersphere.plan.domain,C:\User\divya\Projects\metersphere\backend\framework\domain\src\main\java\io\metersphere\plan\domain\TestPlanExample.java,3,1399,"The class 'Criterion' is suspected to be a Data Class (WOC=0.000%, NOPA=0, NOAM=8, WMC=14)",Design,DataClass
1,io.metersphere.plan.domain,C:\User\divya\Projects\metersphere\backend\framework\domain\src\main\java\io\metersphere\plan\domain\TestPlanFollower.java,3,13,Access to field `REQUIRED` on foreign value `Schema.RequiredMode` (degree 1),Design,LawOfDemeter
2,io.metersphere.plan.domain,C:\User\divya\Projects\metersphere\backend\framework\domain\src\main\java\io\metersphere\plan\domain\TestPlanFollower.java,3,18,Access to field `REQUIRED` on foreign value `Schema.RequiredMode` (degree 1),Design,LawOfDemeter
1,io.metersphere.plan.domain,C:\User\divya\Projects\metersphere\backend\framework\domain\src\main\java\io\metersphere\plan\domain\TestPlanFollowerExample.java,3,255,"The class 'Criterion' is suspected to be a Data Class (WOC=0.000%, NOPA=0, NOAM=8, WMC=14)",Design,DataClass
1,io.metersphere.plan.domain,C:\User\divya\Projects\metersphere\backend\framework\domain\src\main\java\io\metersphere\plan\domain\TestPlanFunctionalCase.java,3,13,Access to field `REQUIRED` on foreign value `Schema.RequiredMode` (degree 1),Design,LawOfDemeter
2,io.metersphere.plan.domain,C:\User\divya\Projects\metersphere\backend\framework\domain\src\main\java\io\metersphere\plan\domain\TestPlanFunctionalCase.java,3,18,Access to field `REQUIRED` on foreign value `Schema.RequiredMode` (degree 1),Design,LawOfDemeter
3,io.metersphere.plan.domain,C:\User\divya\Projects\metersphere\backend\framework\domain\src\main\java\io\metersphere\plan\domain\TestPlanFunctionalCase.java,3,23,Access to field `REQUIRED` on foreign value `Schema.RequiredMode` (degree 1),Design,LawOfDemeter
4,io.metersphere.plan.domain,C:\User\divya\Projects\metersphere\backend\framework\domain\src\main\java\io\metersphere\plan\domain\TestPlanFunctionalCase.java,3,43,Access to field `REQUIRED` on foreign value `Schema.RequiredMode` (degree 1),Design,LawOfDemeter
5,io.metersphere.plan.domain,C:\User\divya\Projects\metersphere\backend\framework\domain\src\main\java\io\metersphere\plan\domain\TestPlanFunctionalCase.java,3,47,Access to field `REQUIRED` on foreign value `Schema.RequiredMode` (degree 1),Design,LawOfDemeter
1,io.metersphere.plan.domain,C:\User\divya\Projects\metersphere\backend\framework\domain\src\main\java\io\metersphere\plan\domain\TestPlanFunctionalCaseExample.java,3,66,This class has a bunch of public methods and attributes,Design,ExcessivePublicCount
2,io.metersphere.plan.domain,C:\User\divya\Projects\metersphere\backend\framework\domain\src\main\java\io\metersphere\plan\domain\TestPlanFunctionalCaseExample.java,3,785,"The class 'Criterion' is suspected to be a Data Class (WOC=0.000%, NOPA=0, NOAM=8, WMC=14)",Design,DataClass
1,io.metersphere.plan.domain,C:\User\divya\Projects\metersphere\backend\framework\domain\src\main\java\io\metersphere\plan\domain\TestPlanReport.java,3,17,Access to field `REQUIRED` on foreign value `Schema.RequiredMode` (degree 1),Design,LawOfDemeter
2,io.metersphere.plan.domain,C:\User\divya\Projects\metersphere\backend\framework\domain\src\main\java\io\metersphere\plan\domain\TestPlanReport.java,3,22,Access to field `REQUIRED` on foreign value `Schema.RequiredMode` (degree 1),Design,LawOfDemeter
3,io.metersphere.plan.domain,C:\User\divya\Projects\metersphere\backend\framework\domain\src\main\java\io\metersphere\plan\domain\TestPlanReport.java,3,27,Access to field `REQUIRED` on foreign value `Schema.RequiredMode` (degree 1),Design,LawOfDemeter
4,io.metersphere.plan.domain,C:\User\divya\Projects\metersphere\backend\framework\domain\src\main\java\io\metersphere\plan\domain\TestPlanReport.java,3,44,Access to field `REQUIRED` on foreign value `Schema.RequiredMode` (degree 1),Design,LawOfDemeter
5,io.metersphere.plan.domain,C:\User\divya\Projects\metersphere\backend\framework\domain\src\main\java\io\metersphere\plan\domain\TestPlanReport.java,3,49,Access to field `REQUIRED` on foreign value `Schema.RequiredMode` (degree 1),Design,LawOfDemeter
6,io.metersphere.plan.domain,C:\User\divya\Projects\metersphere\backend\framework\domain\src\main\java\io\metersphere\plan\domain\TestPlanReport.java,3,57,Access to field `REQUIRED` on foreign value `Schema.RequiredMode` (degree 1),Design,LawOfDemeter
7,io.metersphere.plan.domain,C:\User\divya\Projects\metersphere\backend\framework\domain\src\main\java\io\metersphere\plan\domain\TestPlanReport.java,3,62,Access to field `REQUIRED` on foreign value `Schema.RequiredMode` (degree 1),Design,LawOfDemeter
8,io.metersphere.plan.domain,C:\User\divya\Projects\metersphere\backend\framework\domain\src\main\java\io\metersphere\plan\domain\TestPlanReport.java,3,66,Access to field `REQUIRED` on foreign value `Schema.RequiredMode` (degree 1),Design,LawOfDemeter
9,io.metersphere.plan.domain,C:\User\divya\Projects\metersphere\backend\framework\domain\src\main\java\io\metersphere\plan\domain\TestPlanReport.java,3,71,Access to field `REQUIRED` on foreign value `Schema.RequiredMode` (degree 1),Design,LawOfDemeter
10,io.metersphere.plan.domain,C:\User\divya\Projects\metersphere\backend\framework\domain\src\main\java\io\metersphere\plan\domain\TestPlanReport.java,3,75,Access to field `REQUIRED` on foreign value `Schema.RequiredMode` (degree 1),Design,LawOfDemeter
11,io.metersphere.plan.domain,C:\User\divya\Projects\metersphere\backend\framework\domain\src\main\java\io\metersphere\plan\domain\TestPlanReport.java,3,85,Access to field `REQUIRED` on foreign value `Schema.RequiredMode` (degree 1),Design,LawOfDemeter
12,io.metersphere.plan.domain,C:\User\divya\Projects\metersphere\backend\framework\domain\src\main\java\io\metersphere\plan\domain\TestPlanReport.java,3,90,Access to field `REQUIRED` on foreign value `Schema.RequiredMode` (degree 1),Design,LawOfDemeter
1,io.metersphere.plan.domain,C:\User\divya\Projects\metersphere\backend\framework\domain\src\main\java\io\metersphere\plan\domain\TestPlanReportApiCase.java,3,17,Access to field `REQUIRED` on foreign value `Schema.RequiredMode` (degree 1),Design,LawOfDemeter
2,io.metersphere.plan.domain,C:\User\divya\Projects\metersphere\backend\framework\domain\src\main\java\io\metersphere\plan\domain\TestPlanReportApiCase.java,3,22,Access to field `REQUIRED` on foreign value `Schema.RequiredMode` (degree 1),Design,LawOfDemeter
3,io.metersphere.plan.domain,C:\User\divya\Projects\metersphere\backend\framework\domain\src\main\java\io\metersphere\plan\domain\TestPlanReportApiCase.java,3,27,Access to field `REQUIRED` on foreign value `Schema.RequiredMode` (degree 1),Design,LawOfDemeter
4,io.metersphere.plan.domain,C:\User\divya\Projects\metersphere\backend\framework\domain\src\main\java\io\metersphere\plan\domain\TestPlanReportApiCase.java,3,35,Access to field `REQUIRED` on foreign value `Schema.RequiredMode` (degree 1),Design,LawOfDemeter
5,io.metersphere.plan.domain,C:\User\divya\Projects\metersphere\backend\framework\domain\src\main\java\io\metersphere\plan\domain\TestPlanReportApiCase.java,3,40,Access to field `REQUIRED` on foreign value `Schema.RequiredMode` (degree 1),Design,LawOfDemeter
6,io.metersphere.plan.domain,C:\User\divya\Projects\metersphere\backend\framework\domain\src\main\java\io\metersphere\plan\domain\TestPlanReportApiCase.java,3,45,Access to field `REQUIRED` on foreign value `Schema.RequiredMode` (degree 1),Design,LawOfDemeter
7,io.metersphere.plan.domain,C:\User\divya\Projects\metersphere\backend\framework\domain\src\main\java\io\metersphere\plan\domain\TestPlanReportApiCase.java,3,49,Access to field `REQUIRED` on foreign value `Schema.RequiredMode` (degree 1),Design,LawOfDemeter
8,io.metersphere.plan.domain,C:\User\divya\Projects\metersphere\backend\framework\domain\src\main\java\io\metersphere\plan\domain\TestPlanReportApiCase.java,3,69,Access to field `REQUIRED` on foreign value `Schema.RequiredMode` (degree 1),Design,LawOfDemeter
9,io.metersphere.plan.domain,C:\User\divya\Projects\metersphere\backend\framework\domain\src\main\java\io\metersphere\plan\domain\TestPlanReportApiCase.java,3,76,Access to field `REQUIRED` on foreign value `Schema.RequiredMode` (degree 1),Design,LawOfDemeter
1,io.metersphere.plan.domain,C:\User\divya\Projects\metersphere\backend\framework\domain\src\main\java\io\metersphere\plan\domain\TestPlanReportApiCaseExample.java,3,66,This class has a bunch of public methods and attributes,Design,ExcessivePublicCount
2,io.metersphere.plan.domain,C:\User\divya\Projects\metersphere\backend\framework\domain\src\main\java\io\metersphere\plan\domain\TestPlanReportApiCaseExample.java,3,1205,"The class 'Criterion' is suspected to be a Data Class (WOC=0.000%, NOPA=0, NOAM=8, WMC=14)",Design,DataClass
1,io.metersphere.plan.domain,C:\User\divya\Projects\metersphere\backend\framework\domain\src\main\java\io\metersphere\plan\domain\TestPlanReportApiScenario.java,3,17,Access to field `REQUIRED` on foreign value `Schema.RequiredMode` (degree 1),Design,LawOfDemeter
2,io.metersphere.plan.domain,C:\User\divya\Projects\metersphere\backend\framework\domain\src\main\java\io\metersphere\plan\domain\TestPlanReportApiScenario.java,3,22,Access to field `REQUIRED` on foreign value `Schema.RequiredMode` (degree 1),Design,LawOfDemeter
3,io.metersphere.plan.domain,C:\User\divya\Projects\metersphere\backend\framework\domain\src\main\java\io\metersphere\plan\domain\TestPlanReportApiScenario.java,3,27,Access to field `REQUIRED` on foreign value `Schema.RequiredMode` (degree 1),Design,LawOfDemeter
4,io.metersphere.plan.domain,C:\User\divya\Projects\metersphere\backend\framework\domain\src\main\java\io\metersphere\plan\domain\TestPlanReportApiScenario.java,3,38,Access to field `REQUIRED` on foreign value `Schema.RequiredMode` (degree 1),Design,LawOfDemeter
